18.146
0.942
1.130
1.257
18.314
1.292
1.073
1.300
18.252
1.018
1.035
1.280
18.160
1.496
1.034
1.257
18.202
1.424
1.018
1.300
18.203
1.118
1.018
1.283
18.272
1.304
1.033
1.285
18.174
1.353
1.058
1.377
18.118
2.422
1.066
1.454
